x,y,source,title
-20.980268,16.083115,Gazette Live,Cyclist suffers suspected broken ankle after colliding with car in Billingham
0.12007579,2.5417798,Global News Canada,Three dead after boat capsizes west of Tofino
-32.160458,-10.011689,Sun Herald,"Reds activate Billy Hamilton off DL, add 5 others"
10.331339,-2.147629,Scribd,BC3-2013_cal
5.343918,-13.199883,RTTNews.com,Ventas To Present At BofA Merrill Lynch Conference; Webcast At 12:00 PM ET
1.9193511,-21.122534,Pratt Tribune,Was Jessica Simpson Drunk on HSN Last Night?
-9.14535,-8.311162,Idaho Mountain Express,Catch golf comedy at nexStage
42.03302,-12.643002,Press Release Ping,"Portland Cement Market is Expected to Reach 5,165.1 Million Tons by 2020 : Transparency Market Research"
-0.86364985,38.410786,MyInforms,Iranian hard-liners unveil anti-US plaque at former embassy
25.59451,-2.872169,Seeking Alpha,Weaker import sales drag down sales results at AutoNation
-20.701208,-22.463947,Daily Inter Lake,20 Game Day Food Recipes
0.024414802,-27.914173,Reuters,REG-db x-trackers MSCI WORLD UTILITIES INDEX UCITS ETF Net Asset Value(s)
-9.175638,12.223591,Naples Daily News,Search continues for missing king cobra in Fla.
23.872408,-0.5365433,SNL Financial,"Report: Outstanding cat bond, ILS risk capital slightly surpasses $25B in Q3"
-28.59152,19.109564,SecuObs.com,Anonymous Browsing at the Library
25.577108,5.3439555,TruckNews.com,Gigg Express moves to new facility
-27.6221,-6.2537227,Birmingham Mail,POLL: Tell us what you think of Fabian Delph biting back at Aston Villa fans with snake emoji symbols
-2.2846968,25.782692,EIN News,Freedom House: Azeri fair elections unlikely after OSCE withdrawal
12.890473,13.628746,MyInforms,Hilliard Responds To Barra's Comments: Calls On GM To Resolve Pre-Bankruptcy Cases
2.3977435,19.196342,Naija Lately,Gov Ortom extends amnesty programme
-3.8134456,19.112785,South Africa News Shafaqna,UKZN students torch cars
-2.3779242,39.72655,Yahoo! Canada,OSSTF/FEESO Members in Greater Essex Announce Job Action
0.49902537,-20.209665,Gizmodo India,Watch a Guy Slack Line Between Two Cliffs a Thousand Feet off the Ground
-5.3827415,7.5427847,UNISON.org,"The government is to blame for the situation at Addenbrooke’s Hospital, says UNISON"
-7.56505,-18.016867,The Hindu,Smith will be successful as captain: Clarke
23.013306,-7.3025856,Big News Network,"Anxiety over growth, US rate hike depresses Indian markets"
-17.820179,-6.1071854,MyInforms,Bag of the Week: Charlotte Olympia Cocktail Hour Clutch
7.7875867,-51.922966,Rochester Post Bulletin,Web Buzz: Take a new view on travel with Amazon app
-43.99246,11.197851,Dominion Post,'Pregnant tourist' hoax creator Andy Sellar has no regrets
3.3979442,14.368531,Casper Star Tribune,Senate propels stopgap spending bill to keep government open
-0.14170238,3.861555,DangoteNews.com,Calais migrants who stormed Eurostar train now targeting other trains
-2.7335012,10.57267,Newstalk 1130,"Mom Spots Spider, Jumps Out of Moving Car"
-27.318048,5.5277205,Media Post,Formica Selects Empower MediaMarketing For Media AOR Duties
14.01061,8.570928,Prime 7,Liberal member warns against shipping plan
-16.603,31.014788,Sky News Australia,Taxi driver sex abuser to be sentenced
-5.4454675,-4.1402054,DailyMe.Com,"Halo 6 Is Undergoing ""Serious, Real Planning,"" Microsoft Says"
-3.82038,22.988405,JOE.co.uk,UK athletics clear Mo Farah to continue working with Alberto Salazar
18.842274,-8.832212,Latest Nigerian News.com,National pledges to cut global warming more than previously thought: NY Times
42.31307,7.2501516,MDLinx,Hepatoprotective activity of total iridoid Glycosides isolated from Paederia scandens (lour.) Merr. var. tomentosa
0.19336106,-43.08948,WPXI,O'Keeffe Landscape Trail Ride ..
38.249134,19.546919,Kait 8,"Bobolink Presents the Largest Pan-Arab Anti-Drug Campaign ""Ma Btefro' Ma'eh"""
-25.98471,-3.2975805,CBS 3 Springfield,Field narrowed to two in Chicopee's Ward 1 City Council race
-10.490305,10.200179,WKOW TV,Paisan's closed after fire Sunday morning
40.8788,-11.875317,SearchBug,Mineral Wool Market Expected Value Up to $12.0 Billion by 2019
-4.0097976,38.156742,WSFA,Anthony Anderson's wife files for divorce after 20 years
-17.785458,-20.006042,Backpageheadlines.com,Wenger: “That is why I prefer to give them out [on loan]”
-3.2599058,27.030218,Wired.co.uk,WIRED Awake: 10 must-read articles for 23 September
-13.384691,-24.206709,Latest Nigerian News.com,"Cameroon W 2-1 Nigeria W: Super Falcons fall to Lionesses, chase bronze medal"
9.375659,8.463826,1010 WCSI,"Senior Commerce official’s family watched porn on gov’t computers, watchdog finds"
-8.382012,-31.900476,Wales Online,Ospreys back Ross Jones leaves the Liberty Stadium for Rotherham
-6.32995,10.97955,ABC6 On Your Side,Mom Leaves 2 Kids at Fire Station
5.914379,26.976927,NigerianHerald.com,Islamists in Germany trying to recruit young refugees
18.792763,14.960091,Phoenix Sun.co.za,EU to release 500 mn euros in emergency aid for farmers
30.867294,-36.326603,Pettinga Financial Advisors,"Landstar System backs Q3 EPS 87c-92c, consensus 90c"
-14.334271,9.754947,WFXG FOX 54,Seneca firefighters respond to blaze at apartment complex
-1.0474745,-20.038355,Echo-Pilot,Does Jon Stewart Regret Leaving The Daily Show? Watch His Emmys Speech
11.362775,32.238758,Buteman,EU legal opinion does not rule out minimum alcohol price - Nicola Sturgeon
24.503729,7.9364786,Yahoo! Canada,Peer Reviewed Article Highlights Performance of the Lombard Medical Aorfix(TM) Endovascular Stent Graft in Treating Challenging Neck Anatomy
-4.1222625,-19.071089,New England Arts,Emmys: Richard Jenkins Was More Impressed with Lady Gaga Than His Award
5.3299675,2.9766562,Federation of Arab News Agencies,"ABU DHABI, 14th September, 2015 (WAM)–The National Election Committee (NEC) announced today the withdrawal ..."
-43.61872,10.724773,Connecticut State News.Net,Charlotte Catholics celebrate Mass with Pope Francis ‘million-member family’
-21.633389,-24.24265,580 CFRA,Blue Jays acquire Gold Glove infielder Darwin Barney from Dodgers
-29.663605,21.60023,Birmingham Mail,Fears grow for missing Walsall man
10.43407,-13.269864,Global Advisors,SA’s private sector still stressed
11.313186,-17.505638,Hong Kong Tatler,Manolo Blahnik Hangisi Velvet Pearl point-toe pumps
-26.957623,-15.677467,U-T San Diego,"Mobidonia Updates App Developer with Shopify Synch for All Apps, Making Sales Easier Than Ever"
1.6717837,14.434123,EIN News,Hillary Clinton’s male-voter problem — and 3 other remarkable 2016 stats
-26.006283,24.423538,WANE-TV,Stabbing victim going to be OK
9.017402,7.4477005,Peru Tribune,Circus Winter Skills classes start Monday; Alumni show planned
-13.249137,-12.689289,IMDB,10 Oscar Campaigns That Will Take Off During The Toronto Film Festival
-1.2026962,-0.38589898,PETA,Kite Hill Announces New Ravioli Made With Artisan ...
-0.03818436,-22.28424,Boonville Daily News,This Avengers: Age of Ultron Gag Reel Is Full of Superhero Kissing
3.8747616,18.632387,Waynepost,State Sen. Nozzolio to host food conference
26.501915,-9.220482,Wall Street Select,There Ain’t No Such Thing as a Dovish Hike
-18.7964,-21.65334,KVIA.com,Coach Kugler said Jones out for extended period
-39.72227,-18.411104,NewsR.in,"Japan's 105-year-old ""Golden Bolt"" sets sprint record, misses personal best"
-14.325222,-24.578243,Yahoo! Sports,Football - Nikola Jurcevic takes up role as West Ham assistant manager
-11.519894,34.17319,Hindustan Times,9/29/2015: Nation: CBI to reply to Virbhadra’s plea seeking FIR copy
-20.15322,13.374505,Thorold Edition,Repairs impacting Thorold Stone Road traffic
-9.983632,-22.201942,Haringey Independent,Kevin Pietersen signs a T20 contract with South African side Sunfoil Dolphins
-10.552018,-19.62405,DailyNews724.com,Lexi Thompson and Mi Hyang Lee...
0.49456343,6.3249216,Topix,Volkswagen Scandal Opens Door to Possible Fiat Takeover
16.161724,2.464544,Dallas Business Journal,Tax services firm Ryan purchases EnerTax Consultants
-13.621391,-33.557693,Farm Weekly,Comedy goalkeeping blunder costs side dear
32.50167,1.6417422,Investegate,Cable&Wireless Comms : Statement re Granting of Security Over Shares
-4.807107,0.55739444,13 WLOS,"Researchers discover new tiny organism, name it for Wyeths"
-16.52638,-4.347181,WJBC AM 1230,Officials: China cyber sanctions could come next week
-17.702814,-25.283495,World Tribune Pakistan,Pakistan team off to Turkey for Davis Cup final
2.1405985,-3.5331726,MyInforms,4 ways to make quick pickles with just 5 minutes of prep time
42.43526,-11.165256,Market Pulse Navigator,"Canada Cards and Payments Market 2015 Key Trends, Opportunities, Growth, Forecast, Analysis to 2019"
5.5253916,-7.1635127,IPMI Magazine,WellAway Limited Now Offering ACA Compliant (Obamacare) International Health Programs To Expats Relocating To The USA
6.692205,8.726723,BT Invest,Singapore GP sets up task force to review security at Marina Bay circuit after lapse
27.40085,-8.698986,Big News Network,Macro data buoys markets; Sensex gains 246 points
-9.690439,-9.375274,MyInforms,"LIVE from Toronto: Eddie Redmayne, Alicia Vikander Talk ‘The Danish Girl’"
-17.245962,32.98093,Yahoo! News Australia,Cheater didn't deserve to die: fiancee (AAP)
15.505898,7.791603,Sharenet,"Greek stocks slip after leftist Syriza wins vote, bonds edge higher"
6.522965,-26.651205,Stratford Beacon Herald,ISDE 2015 Day 5
-39.002106,-17.575298,NewsR.in,Declassified files reveal Netaji Subhas Chandra Bose wanted to speak over radio
-20.279625,-17.974478,NigerianHerald.com,Angers heap more misery on Marseille
21.01312,-6.1887965,PandoDaily,Didi's quiet investment in Lyft opens up a third front in its all-out war against Uber
-25.161087,27.47137,Your Local Guardian,Arrests after two men stabbed in Tottenham
-8.550521,10.469748,Deccan Chronicle,Srivilliputhur parrot good omen at Tirupati
-33.1316,18.459318,Centre Daily Times,"James Blake meets with New York's mayor, police commissioner"
-6.252644,25.396717,NewsOnFeeds.com,South Africa: Rugby World Cup 2015 preview – video
2.7141452,-14.028875,Hard OCP,VR Quote of the Day
27.109032,-5.631205,Steel Guru,Hebei Province steel sector PMI seen at 42.3 in August
-16.078484,35.28618,Radio945Fm.com,Kim Davis To Be Released From Jail
-20.03388,3.147936,Canberra Times,Beau Ryan's most memorable antics
5.220642,-11.45305,Charlotte Observer,Wayne Newton's Las Vegas estate opening as museum
1.940963,3.5066633,BBC,Third Irish ship joins migrants rescue
-16.432228,25.033243,Kentucky.com,Bike gang member in Frankfort chapter faces 38 years in prison for Casey County murder
-7.3333054,2.4377987,The Big Idea,"""Feather and Fin"" Conservation Series"
1.5068911,-21.82422,Free-i-News,Rep A Cause With Facebook’s New Temporary Profile Pics
-12.801029,-16.193926,PardaPhash,"I am never stepping foot in India, says Mia Khalifa over her Bigg Boss 9 entry rumors"
12.806537,30.591726,NewsR.in,Dengue Breakout: AAP directs hospitals to form fever clinics and urges not to panic
18.79327,1.6618403,Houston Business Journal,Kirksey Architecture named Enterprise Champion for its innovation over the past 44 years
15.176915,-22.518328,Tech Investor News,Overnight Tech: Microsoft battles US on warrant powers (Mario Trujillo and David McCabe/Hillicon Valley)
-12.736829,-25.947226,Chicago Cubs,Zimmermann faces Phils with playoff hopes on the line
26.252552,0.06916034,Individual.com,"Terra Nitrogen is Among the Companies in the Fertilizers & Agricultural Chemicals Industry With the Lowest P/E Ratio (TNH, MOS, POT)"
8.81434,31.84592,ITV.com,UK must take more refugees says Welsh Tory leader
12.003424,-22.463661,Association of National Advertisers,Industry Firestarter: Alliance for Audited Media | ANA Insights
-41.49816,-18.119581,NewsR.in,"Govt mulls raising FDI cap to 100% in DTH, cable networks"
0.17878507,2.2889893,RealClearWorld,Recession Bites Greece
28.74179,-6.268856,Reuters,REG-Granite Mortgages 04/3 PLC FRN Variable Rate Fix
-15.023677,13.324785,WMCTV.com,Jackson County sees new motorcycle signs
-24.66116,-0.3892286,KRDO.com,"6 dead, 7 missing in Utah-Arizona flash flood"
-6.798977,21.590717,Idaho Statesman,8 dead after South Korean fishing boat capsizes
-33.040936,23.245012,Big News Network,Clashes Rock Jerusalem's Al-Aqsa Mosque
-27.766256,-6.45069,Africa News Hub,Iheanacho Wants More Man City Action
8.02966,24.820036,UAE NewsApp.com,"Moscow says about 2,400 Russians fighting with Islamic State: RIA"
0.2624227,-20.717667,Independence Examiner,Stevie Wonder Is Living His Best Life Making James Corden Cry in Carpool Karaoke
12.576645,-5.534849,ITV.com,500 years young: Butchers RJ Balson and Son are the UKs longest running family business
2.15162,-21.32825,Western People,Here’s all seven of Ireland’s tries against Canada
-2.3834915,24.84384,NewsOnFeeds.com,Nicola Sturgeon considering second independence vote
-8.160753,17.444895,Guyana Chronicle Online,Search of Kaieteur gorge completed -no sign of missing tourist – Park remains closed
-17.353254,2.161282,Uncova,A home espresso maker that's much better than basic
35.30764,-2.8402722,Mideast Time,Anglo American plc Upgraded to “Sector Perform” at RBC Capital (AAUKY)
8.224194,-14.121115,NetNewsCheck,Atlantic Media Taps Finnegan As COO
7.1695414,-23.814722,NJ Spotlight,Christie's Private Yahoo vs. Clinton's Private Server
36.17189,0.641427,Market Pulse Navigator,Short Interest Increases 21.4% For TNET
-2.3129091,41.67786,KJR AM,22 Suspended for Wearing Confederate Flag
20.738724,1.3122193,TeleTrader.com,News Corp. closes sale of Amplify education businesses
11.203886,-4.406135,Park Hills Daily Journal,8 Best Money Market Accounts
-16.499681,-17.090754,Kentucky New Era,WKU offers sneak peek at new basketball uniforms
-12.654451,-29.772795,The Independent,"Tottenham vs Crystal Palace live: Latest scores, Heung-Min Son on target, plus Liverpool vs Norwich and Southampton vs Manchester United"
-0.19229405,-13.099412,DangoteNews.com,"Chance the Rapper Features on Rapper Kyle’s New Track, ‘Remember Me?’"
-2.1847398,-14.176704,Grenfell Record,The most underrated (part two) | Super Terrific Happy Hour
-25.30589,23.35744,Global News Canada,WATCH LIVE: At 2 p.m. RCMP will speak about unfolding events in Fox Creek and Sylvan Lake
-42.151566,-17.792168,NewsR.in,"The President, tea and war stories"
1.5393076,19.440096,Sun Herald,"State to hand out 5,000 free kits of opioid antidote"
21.233063,25.117193,RJR News Online,Guyana Goldfields Inc gets going
-9.056513,-28.595814,US.NewsHub.org,"Rouhani says Iran ready to help bring democracy to Syria, Yemen"
-14.480795,31.259966,MyInforms,News24.com | Yengeni's case expected back in court
10.730116,4.849402,AFCEA,MDA Awards Sensor Research and Development Contract
-5.3358135,-28.574245,DailyMe.Com,Here's where you can see the Ford GT race in 2016
40.54359,19.67664,CW Richmond WUPV,American Income Life Donates To Banff Hospital
-15.920959,-33.35553,USA Today,Northwestern stuns No. 21 Stanford
-28.522686,-14.285337,Global News Canada,Internet sensation Grumpy Cat ‘throws’ first pitch at Diamondbacks game
-21.044079,23.605392,MyInforms,Nevada guard honors 2 members killed in attack 10 years ago
-14.709994,-18.910732,Sporting News,Tom Brady Facebook response to Deflategate: 'I am sorry our league had to endure this'
-32.52572,23.729918,AnnArbor.com,Police find suspect in vehicle after reported break-in
-5.367162,-21.684813,world of showjumping,Images | Saturday's 1.60 Bank Degroof at Brussels Stephex Masters
-2.6422124,1.8791972,RTTNews.com,Beyoncé Enjoy Italian Family Vacation With Jay-Z And Blue Ivy
21.153671,23.12691,Latest Nigerian News.com,"No Fashola, Amaechi as Buhari's ministers visit DSS for screening"
23.103737,39.397926,LocalSRY.com,DeWitt police investigating body found in East Syracuse
-29.912174,9.579515,Southwest Florida Herald Tribune,"Home and car shot at, Manatee Sheriff's Office reports"
5.681033,9.279596,Dubai Informer,Nepal lifts ban on housemaids in UAE
-27.030344,-4.611869,Greenfield Daily Reporter,City of St. Augustine holding big 450th birthday bash
36.895416,-3.9429288,Ticker Report,SunTrust Trims Pier 1 Imports Target Price to $10.00 (PIR)
12.020848,30.27238,Yahoo! India,People of Bihar will vote for development: …
3.1272323,3.9535406,KansasCity.com,Egypt's finance minister says new gas find won't hurt reform
-46.245632,11.712405,Gloucester Advocate,"Best of the world - September 11, 2015"
-22.121864,19.785698,MyInforms,Police respond to East Side homicide
18.02691,-6.8899283,Fat Pitch Financials,"Data Quality Tools Market 2015 Review, Research, Industry Analysis, Trends and Forecast 2019"
-33.33387,-35.258686,App.ViralNewsChart.com,Hotel Transylvania 2
-19.605091,24.67045,4 Traders,MAN : China Chief Assisting With Police Probe - Bloomberg (PRESS)
-9.031224,-11.733869,Hindustan Times,9/15/2015: News: SPOTLIGHT
24.40422,24.959618,Azerbaijan News.Net,Insight - Four funerals and a wedding Chinas Xi mends political bridges
24.39806,24.109308,Law360 - Capital Markets,USTR Urges China To Embrace Market-Based Reforms
-14.630159,31.262846,Q102,Former Judge Paul Carney dies
-24.505308,-21.967451,App.ViralNewsChart.com,WATCH TEXAS FOOTBALL PLAYERS TARGET REFEREE AFTER ‘BAD CALL’
15.528646,19.606302,GMA News Online,"Senators, former and current Cabinet members fill 8 of 12 Senate slots for LP"
14.642515,-0.1631465,Deccan Chronicle,Samsung launches 4G smartphone
26.80528,-16.00892,Vision Monday,Biotech ETFs Up YTD But 12% Losses In August Creates Downtrend
-17.361704,33.273945,Hillingdon Times,Trial of man accused of Gatwick aeroplane assault postponed
20.367626,-34.21061,Bayou Buzz,"Here’s what we learned from the recent visits by the pope, Chinese president Featured"
3.2095957,12.473577,Hubii,Inside Hillary Clinton's emails: gefilte fish and a confused help deskMore from Trail Guide Aug. 30 Iowa poll: Bernie Sanders down single-digits to Hillary Clinton Aug. 28 Hillary Clinton strikes a new tone on e-mail Aug. 27 Joe Biden meets with AFL-CIO p
-5.076167,-1.225316,Groong,Turkish Journalist Urges To Relentlessly Exterminate Kurds
-0.7968496,20.954355,Bozeman Daily Chronicle,Automotive: Farr Automotive is looking for F/T Tech. Pref ASE
20.874334,-34.5268,Keene Sentinel,"The pope is in fashion, but his views are wrong"
-27.605803,28.579554,This is Local London,16-year-old boy stabbed in New Addington
43.56696,20.961628,WSFA,"Feed Additives Market by Type, Livestock, & by Region - Global Trends and Forecast to 2020"
4.972295,4.73081,Yahoo! India,India to treat Afghan children with heart disease
14.803367,-26.239511,Ezine Articles,Quebec Immigration - How to Immigrate to Canada As An Investor?
11.965164,30.206816,India TV,Cabinet approves Shyama Prasad Mukherjee Rural Mission
10.213423,22.257778,Bangladesh Sangbad Sangstha,Iran demands role in hajj stampede inquiry: official
19.318113,-12.718971,Brisbane Courier-Mail,Now's a good time to buy at auction: agent
-24.174871,17.990053,WSFA,5-year-old struck by car on Navco Road
-0.6559362,37.21903,Vanguard University,Women’s Soccer vs. Hope International University
-18.81912,24.95126,Chicago News.Net,Suspected Islamist From Iraq Shot Dead In Berlin After Attacking Policewoman
-1.8394529,-10.717601,Yahoo! India,Shia LaBeouf shaves his head for 'American Honey'
-27.406565,-16.237804,Ulitzer,Autodesk Reiterates Third Quarter and Fiscal Year 2016 Business Outlook at Annual Investor Day
39.97875,20.55713,Sys-Con Belgium,Peerless Clothing Announces New President of Trouser Division
-10.739472,-2.4714136,Banbury Cake,Trains delayed following level crossing problems
15.608078,-17.831053,Gulf News,"Jerusalem, a city under siege"
8.088297,-10.318556,North American Windpower,HydroChina Places 24 MW Order
-17.116434,18.158558,WMTW,Police locate truck involved in fatal hit-and-run
-3.6973817,24.544659,Bradenton Herald,Yardsmart: Greens to grow in fall
30.944595,-36.596893,Market Pulse Navigator,"iPath S&P 500 VIX Short-Term Futures at 22.09, 10-day moving average 26.26"
-4.892705,26.85231,Gold Industry Today,iPhone 6s and iPhone 6s Plus launched with Apple's new '3D Touch' feature
-20.784584,-19.912626,IMDB,Three More Actors Added to Game of Thrones Season 6 as Sam Tarly’s Family
-12.553006,-19.81869,Austin American Statesman,Catch the latest Longhorn news
-1.2673471,-10.612826,Yahoo! Canada,Scientists turn to aspirin to turbo-charge cancer immunotherapy
-13.410767,-34.39518,Kentucky Kernel,"Youth, inexperience define UK’s defense against UL-Lafayette"
25.593319,-8.612962,Big News Network,AIB extends no fees banking to mortgage customers
33.300724,-14.692502,Marketplace,First Week of November 20th Options Trading For Fiat Chrysler Automobiles
12.112294,28.666859,HT Syndication,"Sonia, Rahul creating hurdles in country's progress: union minister"
2.4538488,22.716038,Qatar News Agency,13 Migrants Die After Boat Capsizes off Malaysian Coast
-17.556015,29.23497,Whyalla News,Former Mandurah security guard to fight child sex charges
38.920303,-25.058867,Market Intelligence Center,Sanmina SCI (SANM) Showing Bearish Technicals With Resistance At $20.37
4.346192,1.7436917,NigerianHerald.com,“It was so hard to get out from under his shadow. He was so...
26.878742,4.9007134,Monitor Daily,"CARU Containers, TCG Form New Container Leasing Company"
-21.02863,30.117668,BlackburnNews.com,Oland murder trial resumes for sixth day
22.25456,-10.244053,TeleTrader.com,Steel Dynamics issues below consensus Q3 earnings outlook
-32.48873,25.51937,KansasCity.com,Police investigate possible homicide in Kansas City’s Northeast area
33.241013,-14.309748,Wall Street Business Network,First Week of ERY November 20th Options Trading
-32.452473,23.880634,Taranaki Daily News,Airbag injures police officer
-7.7480245,-24.796648,Stratford Herald,Wellesbourne ladies finish runners-up at touch rugby tournament
-26.42384,-13.395395,Yahoo! Canada,The Elaine Breslow Institute Awarded Grant to Train Jewish Educators and Clergy on Addiction Prevention and Treatment
2.8678784,22.004782,NewsOnFeeds.com,"At least 15 dead, 40 injured in Brazil resort town bus crash"
-25.841156,17.391075,Fredericksburg Free Lance-Star,Multiple crashes shut down I-95 Thursday
-2.7438943,-5.984829,Rotorua Daily Post,4 Father's Day Lotto luck for Rotorua
-17.1897,-17.950802,MyInforms,"Unreal Tournament Kicks off Pre-Alpha Season, Drops New Trailer"
-23.395393,27.427298,Herald Scotland,"Man charged after police seize cannabis worth more than £100,000 in West Lothian raid"
-0.57498837,-8.574886,Hindustan Times,9/29/2015: Variety: Retro active
-10.099465,16.755886,NigerianHerald.com,"Photos: Army arrest Boko Haram kingpin, rescue more women"
-37.438797,-17.363008,App.ViralNewsChart.com,Iggy Azalea To T.I. -- The Breakup Was Mutual ... AND YEARS AGO!!!
-3.0827112,-3.0220234,The Australian,Buff Scott Eastwood Goes Shirtless For Fishing Trip
-28.90225,-5.7026525,Al Ahram,Nigerian youngster Iheanacho helps Manchester City win in England
0.44476095,-0.7790367,NEWS.com.au,Woolly mammoth to get shorn
-26.336336,27.939577,Milford Mercury,"Family offers £1,000 reward after cars damaged"
1.6848283,-3.2388558,Shortwave IT!,"At a Beijing radio station, a little Hindi, Urdu and Tamil"
41.31745,19.74926,WSFX-TV,Institute Reports: Minority Businesses Survived And Thrived Post-Recession
1.142662,11.731208,WHYN-AM,WATCH: Donald Trump Says He Would Love To Run Against Kanye
17.695028,-6.237394,Good Day Sacramento,"ACTIVE Network Wins Multi-Year, Global Technology Deal with Leading Sports Management Company WME | IMG"
-28.735823,-15.207024,San Jose Business Journal,Y Combinator 's Sam Altman sees dark future if government can't keep up with tech
-20.647778,-27.514965,eyefootball,Saido Berahino urged to 'grow up' by West Brom manager Tony Pulis
-18.994904,0.29166448,Aston Villa FC,Mascot cam: Villa v Blues
26.2374,35.150726,CorbisImages,"UK - ""The Martian"" Premiere in London"
-27.13394,7.202451,Alltech,CONDÉ NEST TRAVELER: Lexington Is the Bourbon Destination You Need to Know About
6.969924,-5.0485315,Scribd,Survey Draft
36.80903,-3.9128456,Ticker Report,Swift Transportation Earns Buy Rating from Cowen and Company (SWFT)
12.649493,-19.50353,19 Action News,Forecast: High heat coming to an end
14.082113,18.63771,NigerianHerald.com,Beautiful Photos From Actress Mbong Amata’s Birthday Party In Lagos
3.4513578,18.146,Latest Nigerian News.com,Shameful and Ridiculous: Anambra Govt Assists Couple Who Had Triplets With Only N2000 & a Bag of Rice
8.557357,31.491613,Ocean FM,“Nomad cattle” remains a huge concern for farmers in the north west – Scanlon
-3.863471,-32.486866,NewsR.in,Wales hail famous win against the odds
13.143414,-15.814171,LocalNews7.com,This Puppy Wanted To Say Hello So Bad That He Got His Head Stuck In A Wall
30.91826,-20.290688,Fat Pitch Financials,RSI Alert: Modine Manufacturing Now Oversold
29.486877,-13.495905,Financial Content,"IJH, HOLX, WAB, LKQ: Large Inflows Detected at ETF"
20.17992,-4.126794,The Hindu,Ananthamurthy award for MGS
15.821136,10.815803,Individual.com,Concerns rise about restrictions in crowdfunded shares proposal
27.003769,-15.966841,CEOWorld Magazine,MFA Financial Larger Than S&P 500 Component Genworth Financial
-12.641938,-26.711899,Here Is The City,Jamie Carragher jokes about Liverpool on Twitter after Aston Villa win
-12.677584,-5.174525,WTAQ News Talk,Fudgienuckles 3rd Annual Fundraiser for Sheboygan County Humane Society
-3.0876443,26.91142,EIN News,LISTEN: Ariana Grande Duets With Opera Singer Andrea Bocelli
8.102143,24.98845,Yahoo! India,"Iraq says Russia, Iran, Syria cooperating on security issues in Baghdad"
36.56902,24.723734,Stock Nod,"Melbourne, FL Author Publishes Inspirational Stories"
-27.74406,8.263637,Bellingham Herald,"Owners of NY music store charged with arson, insurance fraud"
-15.888911,-20.540247,Sydney Morning Herald,"Fremantle to rest Matthew Pavlich, Luke McPharlin, David Mundy against Port Adelaide"
25.329447,-4.7053933,Hindu Business Line,Non-food bank credit slows to 8.4% in July
23.40365,5.095449,NewsR.in,"Update: Passenger arrested after causing Chicago-bound American Airlines flight from Miami to be diverted to Indianapolis, local media reports - @wsvn"
-17.413671,1.5033189,Digital Spy,What Bad Blood? Kanye West sends new BFF Taylor Swift a giant bouquet of flowers
1.0262382,-19.257078,CN2,Apprenticeship 2000
-0.8649295,40.821728,Pacific Business News,University of Hawaii awarded $5.4M in federal grants for Native Hawaiian education
-16.7529,-6.133428,DailyNews724.com,Castro optimistic about returning...
-37.050747,4.575371,News Channel 18,"Kellie Hindsley, 45, Frankfort, Indiana"
25.535597,5.5320306,Dow Jones Financial Information Services,Lee Equity Takes Majority Stake in Newly Merged WealthTrust
5.447794,16.776993,NigerianHerald.com,Inside the Dream Factory - watch amazing footage of a British Airways Dreamliner plane being built in USA
-2.2067306,9.394973,Q1043,"Porn App Snaps User's Photo, Demands Ransom"
10.393916,32.23363,West Australian,NZ happy if Australia's China deal fails (AAP)
11.733005,8.822699,The Hindu,Unwarranted pettiness
-22.654167,21.96082,Western People,"Man shot dead in Spain was Gary Hutch, nephew to The Monk"
42.313072,7.2501516,MDLinx,Cannabidiol as a potential treatment for anxiety disorders
7.1721783,9.19705,The Hindu,Street vendors’ agitation today
13.5356045,33.179443,NDTV,"Madhya Pradesh Chief Minister to Go on 9-Day Japan, South Korea Tour"
12.263662,20.374098,Uncova,IPOB Pro-Biafran Promises To Kill A Hausa on Radio Biafra [Listen]
-0.09519167,-6.1089206,CBS News,Priest builds Lego Vatican
-24.54788,-7.9396434,Topix,Must Read!!! More Deets from Congressman Cleaver on Terror Threat Against Kansas City
-30.083912,23.965496,Inside Toronto,Uber driver sought in Toronto sex assault
5.885996,-6.765596,Philippines News.net,Watchdog To Rule On British Gas Costs Appeal
5.9938827,19.171846,Asia Plus,Rakhmon recalled the achievements of Kulyab in the years of independence
-3.3546014,28.399784,TheTurkeyNews.Net,John Wiley  Sons  Q1 Earnings What to Expect
-30.488817,20.392067,Times of India,3 Youth Congress workers booked for assaulting cop
27.773937,6.121127,WLR FM,Cracking comeback but Connacht pipped by PRO12 champions
-9.347215,17.849676,Bombay News.Net,Morocco Arrests Six Terrorists Linked to ISIS
-9.467652,-2.8878322,Banbury Cake,Arsenal's Gabriel gets one-match ban as fallout from Chelsea clash continues
37.942577,-25.133234,Individual.com,Alaska Air Group (ALK) Trading Near $72.86 Support Level
31.351467,-12.807394,Market Pulse Navigator,XRX January 2018 Options Begin Trading
-17.715137,13.899862,Mount Pleasant Daily Tribune,Daily Blotter: 09/26/2015
-17.510862,-3.4872766,Leelanau Enterprise,Cherryland offers grants to nonprofits
-0.68873066,26.474428,San Luis Obispo.com,The Latest: Finnish govt condemns 'racist protests'
33.45913,-1.7032555,Comtex SmarTrend,Winnebago Industries Bullish Moving Average Crossover Alert (WGO)
12.683723,4.7026563,MyInforms,China’s Longi to set up solar cell manufacturing plant in A.P
-17.604101,25.703423,Fox 8 WVUE New Orleans,Gheens man arrested in child cruelty investigation
